Length,Clients,Pause,Queries,Time
5000,5,50,10,103.80434782608695
5000,10,50,10,164.23076923076923
5000,15,50,10,287.8134328358209
5000,20,50,10,385.5777777777778
5000,25,50,10,512.609865470852
5000,30,50,10,612.4481481481481
5000,35,50,10,744.3174603174604
5000,40,50,10,920.8631284916202
5000,45,50,10,1020.8641975308642
5000,50,50,10,1104.9645232815965
