Length,Clients,Pause,Queries,Time
3000,5,50,30,49.54794520547945
3000,10,50,30,375.87943262411346
3000,15,50,30,888.3195402298851
3000,20,50,30,1530.9027777777778
3000,25,50,30,2178.741666666667
3000,30,50,30,2853.7956371986224
3000,35,50,30,3682.0591133004928
3000,40,50,30,4322.117545375972
3000,45,50,30,5153.271889400921
3000,50,50,30,5734.301795580111
