Length,Clients,Pause,Queries,Time
1000,10,50,30,7.815068493150685
1500,10,50,30,5.533783783783784
2000,10,50,30,20.527397260273972
2500,10,50,30,51.90721649484536
3000,10,50,30,414.106529209622
3500,10,50,30,941.2749140893471
4000,10,50,30,1569.1030927835052
4500,10,50,30,2308.748275862069
5000,10,50,30,3360.7560137457044
5500,10,50,30,4130.628865979382
6000,10,50,30,5238.239583333333
6500,10,50,30,6310.010452961673
7000,10,50,30,7818.931271477663
