Length,Clients,Pause,Queries,Time
1000,10,50,30,7.247422680412371
1500,10,50,30,17.0777027027027
2000,10,50,30,27.033898305084747
2500,10,50,30,41.79037800687285
3000,10,50,30,208.43298969072166
3500,10,50,30,523.5586206896552
4000,10,50,30,928.2439862542956
4500,10,50,30,1578.5758620689655
5000,10,50,30,2371.9759450171823
5500,10,50,30,3396.9858657243817
6000,10,50,30,4580.539518900344
6500,10,50,30,5552.505154639175
7000,10,50,30,6509.865517241379
