Length,Clients,Pause,Queries,Time
3000,1,50,30,25.133333333333333
3000,11,50,30,99.17628205128206
3000,21,50,30,186.73841059602648
3000,31,50,30,314.7622767857143
3000,41,50,30,439.27571669477237
3000,51,50,30,474.4764826175869
3000,61,50,30,599.439273552781
3000,71,50,30,681.3691634241245
3000,81,50,30,764.571733561059
3000,91,50,30,896.8023565184341
3000,101,50,30,1030.3716632443532
