Length,Clients,Pause,Queries,Time
1000,10,50,30,6.398625429553265
1500,10,50,30,10.83617747440273
2000,10,50,30,19.906896551724138
2500,10,50,30,52.888888888888886
3000,10,50,30,77.5896551724138
3500,10,50,30,108.01754385964912
4000,10,50,30,148.09722222222223
4500,10,50,30,193.78892733564012
5000,10,50,30,280.02758620689656
5500,10,50,30,324.0206896551724
6000,10,50,30,387.21276595744683
6500,10,50,30,456.16083916083915
7000,10,50,30,547.9049295774648
