Length,Clients,Pause,Queries,Time
1000,10,50,30,4.5479452054794525
1500,10,50,30,4.381756756756757
2000,10,50,30,16.098639455782312
2500,10,50,30,32.3745704467354
3000,10,50,30,52.52233676975945
3500,10,50,30,72.75
4000,10,50,30,98.14089347079037
4500,10,50,30,127.96896551724137
5000,10,50,30,170.79725085910653
5500,10,50,30,201.56357388316152
6000,10,50,30,247.82291666666666
6500,10,50,30,294.30313588850174
7000,10,50,30,352.6219931271478
