Length,Clients,Pause,Queries,Time
1000,10,50,30,5.402061855670103
1500,10,50,30,11.04391891891892
2000,10,50,30,19.25337837837838
2500,10,50,30,39.29794520547945
3000,10,50,30,53.32302405498282
3500,10,50,30,74.4
4000,10,50,30,94.73195876288659
4500,10,50,30,125.62413793103448
5000,10,50,30,160.5807560137457
5500,10,50,30,209.00706713780917
6000,10,50,30,248.75601374570448
6500,10,50,30,287.84192439862545
7000,10,50,30,330.92413793103447
