Length,Clients,Pause,Queries,Time
3000,5,50,30,37.82876712328767
3000,10,50,30,48.88316151202749
3000,15,50,30,48.53440366972477
3000,20,50,30,49.43847487001733
3000,25,50,30,51.00828729281768
3000,30,50,30,54.0979020979021
3000,35,50,30,53.28256513026052
3000,40,50,30,53.382683982683986
3000,45,50,30,52.12883435582822
3000,50,50,30,52.742657342657346
